id,package_name,version,depends,predepends,description
438,libgdata13,0.14.1-1," libc6 (>= 2.14), libgcr-base-3-1 (>= 3.8.0), libglib2.0-0 (>= 2.37.3), libgoa-1.0-0b (>= 3.1.90), liboauth0 (>= 0.9.1), libsoup2.4-1 (>= 2.41.90), libxml2 (>= 2.7.4), libgdata-common",,Library for accessing GData webservices - shared libraries
439,libqt4-declarative,4:4.8.5+git192-g085f851+dfsg-2ubuntu4," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libqt4-network (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqt4-script (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqt4-sql (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqt4-xmlpatterns (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqtcore4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqtgui4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libstdc++6 (>= 4.1.1)",multiarch-support,Qt 4 Declarative module
440,libk5crypto3,1.12+dfsg-2ubuntu4," libc6 (>= 2.14), libkrb5support0 (>= 1.12~alpha1+dfsg)",multiarch-support,MIT Kerberos runtime libraries - Crypto Library
441,dnsmasq-base,2.68-1," adduser, libc6 (>= 2.15), libdbus-1-3 (>= 1.1.1), libidn11 (>= 1.13), libnetfilter-conntrack3",,Small caching DNS proxy and DHCP/TFTP server
442,libgupnp-igd-1.0-4,0.2.2-1," libc6 (>= 2.4), libglib2.0-0 (>= 2.37.3), libgssdp-1.0-3 (>= 0.12.0), libgupnp-1.0-4 (>= 0.18.0)",multiarch-support,library to handle UPnP IGD port mapping
443,fcitx-libs-qt,1:4.2.8.3-3-1cdos1," fcitx-libs (>= 4.2.7), libc6 (>= 2.8), libgcc1 (>= 1:4.1.1), libqt4-dbus (>= 4:4.8.0), libqtcore4 (>= 4:4.7.0~beta1), libqtgui4 (>= 4:4.6.1), libstdc++6 (>= 4.1.1), libx11-6",multiarch-support,Flexible Input Method Framework - D-Bus client library for Qt
444,bc,1.06.95-8ubuntu1," libc6 (>= 2.14), libreadline6 (>= 6.0)",,GNU bc arbitrary precision calculator language
445,unity-scopes-master-default,6.8.2+14.04.20131029.1-0ubuntu1,,,Home scope that aggregates results from multiple scopes
446,glib-networking,2.40.0-1," libc6 (>= 2.14), libglib2.0-0 (>= 2.39.4), libgnutls26 (>= 2.12.17-0), libp11-kit0 (>= 0.11), libproxy1 (>= 0.4.7), glib-networking-services (>= 2.40.0-1), glib-networking-services (<< 2.40.0-1.1~), glib-networking-common (= 2.40.0-1), gsettings-desktop-schemas",,network-related giomodules for GLib
447,libhud2,14.04+14.04.20140604-0ubuntu1," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3)",multiarch-support,library for exporting items to the Unity HUD
448,libestr0,0.1.9-0ubuntu2, libc6 (>= 2.14),multiarch-support,Helper functions for handling strings (lib)
449,libnss3-nssdb,2:3.15.4-1ubuntu7, libnss3 (= 2:3.15.4-1ubuntu7),,Network Security Security libraries - shared databases
450,syslinux-legacy,2:3.63+dfsg-2ubuntu5, libc6 (>= 2.4),,Bootloader for Linux/i386 using MS-DOS floppies
451,netbase,5.2, lsb-base (>= 3.0-6),,Basic TCP/IP networking system
452,gir1.2-packagekitglib-1.0,0.8.12-1ubuntu5," gir1.2-glib-2.0 (>= 0.10.1), libpackagekit-glib2-16 (>= 0.8.12)",,GObject introspection data for the PackageKit GLib library
453,libmagic1,1:5.14-2ubuntu3.1," libc6 (>= 2.15), zlib1g (>= 1:1.1.4)",multiarch-support,File type determination library using  magic  numbers
454,libdrm2,2.4.52-1, libc6 (>= 2.17),multiarch-support,Userspace interface to kernel DRM services -- runtime
455,libgcr-3-common,3.10.1-1,,,Library for Crypto UI related tasks - common files
456,signond,8.56+14.04.20140307-0ubuntu2," libc6 (>= 2.14), libproxy1 (>= 0.4.7), libqt5core5a (>= 5.2.0), libqt5dbus5 (>= 5.0.2), libqt5network5 (>= 5.0.2), libqt5sql5 (>= 5.0.2), libsignon-extension1, libsignon-plugins-common1, libstdc++6 (>= 4.1.1), session-migration, libqt5sql5-sqlite",,Single Sign On framework
457,libpython-stdlib,2.7.5-5ubuntu3, libpython2.7-stdlib (>= 2.7.5-1~),,interactive high-level object-oriented language (default python version)
458,libspice-server1,0.12.4-0nocelt2," libc6 (>= 2.14), libglib2.0-0 (>= 2.22~), libjpeg8 (>= 8c), libpixman-1-0 (>= 0.30.0), libsasl2-2 (>= 2.1.24), libssl1.0.0 (>= 1.0.0), zlib1g (>= 1:1.1.4)",multiarch-support,Implements the server side of the SPICE protocol
459,whiptail,0.52.15-2ubuntu5," libc6 (>= 2.14), libnewt0.52, libpopt0 (>= 1.14), libslang2 (>= 2.2.4)",,Displays user-friendly dialog boxes from shell scripts
460,libtotem-plparser18,3.10.2-0ubuntu1," libarchive13, libc6 (>= 2.8), libglib2.0-0 (>= 2.37.3), libgmime-2.6-0 (>= 2.6.4), libsoup2.4-1 (>= 2.30.0), libxml2 (>= 2.7.4)",,Totem Playlist Parser library - runtime files
461,xserver-xorg-video-openchrome,1:0.3.3-1build1," libc6 (>= 2.14), libdrm2 (>= 2.3.1), libx11-6 (>= 2:1.4.99.1), libxext6, libxv1, libxvmc1, xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- VIA display driver
462,cups-client,1.7.2-0ubuntu1.1," libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libc6 (>= 2.14), libcups2 (= 1.7.2-0ubuntu1.1), libcupsimage2 (>= 1.4.0), cups-common (>= 1.7.2-0ubuntu1.1), adduser",,Common UNIX Printing System(tm) - client programs (SysV)
463,ntfs-3g,1:2013.1.13AR.1-2ubuntu2," debconf (>= 0.5) | debconf-2.0, libc6 (>= 2.17), libfuse2 (>= 2.8.1), libgcrypt11 (>= 1.5.1), libgnutls26 (>= 2.12.17-0)","multiarch-support, fuse",read/write NTFS driver for FUSE
464,libpulse-mainloop-glib0,1:4.0-0ubuntu11," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.16.0), libpulse0 (>= 1:0.99.1)",multiarch-support,PulseAudio client libraries (glib support)
465,unity-lens-photos,1.0+14.04.20140318-0ubuntu1," gir1.2-accounts-1.0, gir1.2-dee-1.0 (>= 1.2.5), gir1.2-gdata-0.0, gir1.2-signon-1.0, gir1.2-soup-2.4, gir1.2-unity-5.0 (>= 7), python3-httplib2, python3-oauthlib",,Photos lens for Unity
466,gir1.2-gst-plugins-base-1.0,1.2.4-1~ubuntu1," gir1.2-glib-2.0, gir1.2-gstreamer-1.0",,
467,libsepol1,2.2-1, libc6 (>= 2.14),multiarch-support,SELinux library for manipulating binary security policies
468,libwpd-0.9-9,0.9.9-1," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.6), zlib1g (>= 1:1.1.4)",,Library for handling WordPerfect documents (shared library)
469,libwebkitgtk-3.0-0,2.4.3-1ubuntu2," libjavascriptcoregtk-3.0-0 (= 2.4.3-1ubuntu2), libatk1.0-0 (>= 2.7.91), libc6 (>= 2.14), libcairo2 (>= 1.10.0), libenchant1c2a (>= 1.6.0), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.2.1), libgcc1 (>= 1:4.1.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libgeoclue0 (>= 0.11.1+git20091217), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.2.0), libgstreamer1.0-0 (>= 1.2.0), libgtk-3-0 (>= 3.10.0), libharfbuzz-icu0 (>= 0.9.18), libharfbuzz0b (>= 0.9.18), libicu52 (>= 52~m1-1~), libjpeg8 (>= 8c), libpango-1.0-0 (>= 1.30.0), libpng12-0 (>= 1.2.13-4), libsecret-1-0 (>= 0.7), libsoup2.4-1 (>= 2.44.0), libsqlite3-0 (>= 3.5.9), libstdc++6 (>= 4.8.1), libwebp5, libx11-6, libxcomposite1 (>= 1:0.3-1), libxdamage1 (>= 1:1.1), libxml2 (>= 2.7.4), libxrender1, libxslt1.1 (>= 1.1.25), libxt6, zlib1g (>= 1:1.2.0), libwebkitgtk-3.0-common (>= 2.4.3)",multiarch-support,Web content engine library for GTK+
470,libaspell15,0.60.7~20110707-1ubuntu1," libc6 (>= 2.14), libstdc++6 (>= 4.6)",,GNU Aspell spell-checker runtime library
471,dmidecode,2.12-2, libc6 (>= 2.4),,SMBIOS/DMI table decoder
472,libgtkmm-2.4-1c2a,1:2.24.4-1ubuntu1," libatkmm-1.6-1 (>= 2.22.1), libc6 (>= 2.14), libcairomm-1.0-1 (>= 1.6.4), libgcc1 (>= 1:4.1.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.24.0), libglibmm-2.4-1c2a (>= 2.36.2), libgtk2.0-0 (>= 2.24.0), libpangomm-1.4-1 (>= 2.27.1), libsigc++-2.0-0c2a (>= 2.0.2), libstdc++6 (>= 4.6)",multiarch-support,C++ wrappers for GTK+ (shared libraries)
473,apt-transport-https,1.0.1ubuntu2.1," libapt-pkg4.12 (>= 0.8.16~exp9), libc6 (>= 2.14), libcurl3-gnutls (>= 7.16.2), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.4.0)",,https download transport for APT
474,libelfg0,0.8.13-5, libc6 (>= 2.14),multiarch-support,an ELF object file access library
475,activity-log-manager-control-center,0.9.7-0ubuntu14, activity-log-manager,,blacklist configuration for Zeitgeist (transitional package)
476,libpam-modules,1.1.8-1ubuntu2,,"libaudit1 (>= 1:2.2.1), libc6 (>= 2.15), libdb5.3, libpam0g (>= 1.1.3-2), libselinux1 (>= 2.1.9), debconf (>= 0.5) | debconf-2.0, libpam-modules-bin (= 1.1.8-1ubuntu2)",Pluggable Authentication Modules for PAM
477,xserver-xorg-video-vmware,1:13.0.2-2ubuntu1," libc6 (>= 2.14), libdrm2 (>= 2.4.38), libx11-6 (>= 2:1.4.99.1), libxatracker2, libxext6, xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- VMware display driver
478,tzdata,2014e-0ubuntu0.14.04, debconf (>= 0.5) | debconf-2.0,,time zone and daylight-saving time data
479,libgnomecanvas2-0,2.30.3-2," libart-2.0-2 (>= 2.3.19), libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libgail18 (>= 1.18.0), libgdk-pixbuf2.0-0 (>= 2.22.0), libglade2-0 (>= 1:2.6.4-2~), libglib2.0-0 (>= 2.37.3), libgtk2.0-0 (>= 2.8.17), libpango-1.0-0 (>= 1.14.0), libpangoft2-1.0-0 (>= 1.14.0), libgnomecanvas2-common (= 2.30.3-2)",multiarch-support,powerful object-oriented display engine - runtime files
480,gnome-contacts,3.8.3-1ubuntu1," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.3.4), libcairo2 (>= 1.10.0), libcheese-gtk23 (>= 3.4.0), libcheese7 (>= 3.0.1), libedataserver-1.2-18 (>= 3.5.91), libfolks-eds25 (>= 0.7.3), libfolks-telepathy25 (>= 0.6.0), libfolks25 (>= 0.9.1), libgdk-pixbuf2.0-0 (>= 2.25.2), libgee-0.8-2 (>= 0.8.3), libglib2.0-0 (>= 2.37.3), libgnome-desktop-3-7 (>= 3.2.0), libgtk-3-0 (>= 3.7.10), libnotify4 (>= 0.7.0), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), libtelepathy-glib0 (>= 0.17.6), dconf-gsettings-backend | gsettings-backend",,Contacts manager for GNOME
481,libtsan0,4.8.2-19ubuntu1," gcc-4.8-base (= 4.8.2-19ubuntu1), libc6 (>= 2.4), libgcc1 (>= 1:4.1.1)",multiarch-support,ThreadSanitizer -- a Valgrind-based detector of data races (runtime)
482,avahi-autoipd,0.6.31-4ubuntu1," libc6 (>= 2.14), libdaemon0 (>= 0.10), adduser",,Avahi IPv4LL network address configuration daemon
483,libavahi-glib1,0.6.31-4ubuntu1," libavahi-common3 (>= 0.6.16), libc6 (>= 2.2.5), libglib2.0-0 (>= 2.16.0)",multiarch-support,Avahi GLib integration library
484,libudev1,204-5ubuntu20.3," libc6 (>= 2.17), libcgmanager0, libdbus-1-3 (>= 1.0.2), libnih-dbus1 (>= 1.0.0), libnih1 (>= 1.0.0)",multiarch-support,libudev shared library
485,python,2.7.5-5ubuntu3," python2.7 (>= 2.7.5-1~), python-minimal (= 2.7.5-5ubuntu3), libpython-stdlib (= 2.7.5-5ubuntu3)",,interactive high-level object-oriented language (default version)
486,qtdeclarative5-ubuntu-ui-extras-browser-plugin-assets,0.23+14.04.20140428-0ubuntu1,,,Ubuntu web browser QML plugin assets
487,gir1.2-dee-1.0,1.2.7+14.04.20140324-0ubuntu1," gir1.2-glib-2.0, libdee-1.0-4 (>= 1.2.7+13.10.20130924.1)",,GObject introspection data for the Dee library
488,obex-data-server,0.4.6-0ubuntu2," libbluetooth3 (>= 4.91), libc6 (>= 2.14), libdbus-glib-1-2 (>= 0.88), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.31.8), libopenobex1, libusb-0.1-4 (>= 2:0.1.12)",,D-Bus service for OBEX client and server side functionality
489,rhythmbox-plugins,3.0.2-0ubuntu2," libc6 (>= 2.4), libdmapsharing-3.0-2 (>= 2.9.12), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgpod4 (>= 0.7.92), libgstreamer1.0-0 (>= 1.0.0), libgtk-3-0 (>= 3.0.0), libgudev-1.0-0 (>= 146), libjson-glib-1.0-0 (>= 0.12.0), liblircclient0, libmtp9 (>= 1.1.0), libnotify4 (>= 0.7.0), libpango-1.0-0 (>= 1.14.0), libpeas-1.0-0 (>= 1.0.0), librhythmbox-core8 (= 3.0.2-0ubuntu2), libsecret-1-0 (>= 0.7), libsoup2.4-1 (>= 2.33.92), libtotem-plparser18 (>= 3.10.0), python3 (>= 3.4~), python3 (<< 3.5), python3.4, rhythmbox (= 3.0.2-0ubuntu2), gir1.2-rb-3.0 (= 3.0.2-0ubuntu2), gir1.2-glib-2.0, gir1.2-gtk-3.0, gir1.2-webkit-3.0, gir1.2-peas-1.0, gir1.2-gnomekeyring-1.0, gir1.2-gstreamer-1.0, python-gi, python3-mako",,plugins for rhythmbox music player
490,apache2-bin,2.4.7-1ubuntu4.10," libapr1 (>= 1.5.0), libaprutil1 (>= 1.5.0), libaprutil1-dbd-sqlite3 | libaprutil1-dbd-mysql | libaprutil1-dbd-odbc | libaprutil1-dbd-pgsql | libaprutil1-dbd-freetds, libaprutil1-ldap, libc6 (>= 2.14), libldap-2.4-2 (>= 2.4.7), libpcre3, libssl1.0.0 (>= 1.0.1), libxml2 (>= 2.7.4), zlib1g (>= 1:1.1.4), perl",,Apache HTTP Server (binary files and modules)
491,language-pack-gnome-zh-hans-base,1:14.04+20140707," locales (>= 2.3.6), language-pack-gnome-zh-hans (>= 1:14.04+20140707)",dpkg (>= 1.16.1),GNOME translations for language Simplified Chinese
492,gettext,0.18.3.1-1ubuntu3," libc6 (>= 2.17), libcroco3 (>= 0.6.2), libgomp1 (>= 4.2.1), libtinfo5, libunistring0, libxml2 (>= 2.7.4), gettext-base, dpkg (>= 1.15.4) | install-info",,GNU Internationalization utilities
493,libfontconfig1,2.11.0-0ubuntu4.1," fontconfig-config (= 2.11.0-0ubuntu4.1), libc6 (>= 2.14), libexpat1 (>= 2.0.1), libfreetype6 (>= 2.2.1)",multiarch-support,generic font configuration library - runtime
494,xserver-xorg-input-wacom,1:0.23.0-0ubuntu2," xorg-input-abi-20, xserver-xorg-core (>= 2:1.14.99.902), libc6 (>= 2.4), libx11-6, libxi6 (>= 2:1.2.0), libxinerama1, libxrandr2 (>= 2:1.2.0)",,X.Org X server -- Wacom input driver
495,libfriends0,0.1.2+14.04.20131108.1-0ubuntu1," friends-dispatcher, libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libjson-glib-1.0-0 (>= 0.12.0)",multiarch-support,Provides an API for accessing social networks
496,ifupdown,0.7.47.2ubuntu4.1," iproute2, libc6 (>= 2.14), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), lsb-base (>= 4.1+Debian3), initscripts (>= 2.88dsf-25), adduser",,high level tools to configure network interfaces
497,libsemanage1,2.2-1," libsemanage-common (= 2.2-1), libaudit1 (>= 1:2.2.1), libbz2-1.0, libc6 (>= 2.14), libselinux1 (>= 2.1.12), libsepol1 (>= 2.1.4), libustr-1.0-1 (>= 1.0.4)",multiarch-support,SELinux policy management library
498,systemd-services,204-5ubuntu20.3," libacl1 (>= 2.2.51-8), libc6 (>= 2.17), libcap2 (>= 2.10), libcgmanager0, libdbus-1-3 (>= 1.1.1), libnih-dbus1 (>= 1.0.0), libnih1 (>= 1.0.0), libselinux1 (>= 2.0.65), libsystemd-daemon0 (= 204-5ubuntu20.3), libudev1 (>= 183), udev (>= 175-0ubuntu23), dbus, systemd | systemd-shim (>= 3)",,systemd runtime services
499,libasound2-data,1.0.27.2-3ubuntu7,,,Configuration files and profiles for ALSA drivers
500,python3-speechd,0.8-5ubuntu1," python3-xdg, python3:any (>= 3.3.2-2~), python3",,Python interface to Speech Dispatcher
501,syslinux-common,3:4.05+dfsg-6+deb8u1,,,collection of boot loaders (common files)
502,grub-pc-bin,2.02~beta2-9ubuntu1," libc6 (>= 2.7), libdevmapper1.02.1 (>= 2:1.02.36), grub-common (= 2.02~beta2-9ubuntu1)",,"GRand Unified Bootloader, version 2 (PC/BIOS binaries)"
503,libaprutil1-dbd-sqlite3,1.5.3-1," libaprutil1 (= 1.5.3-1), libc6 (>= 2.2.5), libsqlite3-0 (>= 3.5.9)",,Apache Portable Runtime Utility Library - SQLite3 Driver
504,ssh-askpass-gnome,1:6.6p1-2ubuntu2," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.12.0), libgtk2.0-0 (>= 2.8.0), libx11-6, openssh-client | ssh (>= 1:1.2pre7-4) | ssh-krb5",,interactive X program to prompt users for a passphrase for ssh-add
505,libunity-action-qt1,1.1.0+14.04.20140304-0ubuntu1," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.31.8), libhud2 (>= 13.10.0), libqt5core5a (>= 5.0.2), libstdc++6 (>= 4.1.1)",multiarch-support,Unity Action Qt API
506,libxxf86dga1,2:1.1.4-1," libc6 (>= 2.3.4), libx11-6 (>= 2:1.4.99.1), libxext6",multiarch-support,X11 Direct Graphics Access extension library
507,libglade2-0,1:2.6.4-2," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk2.0-0 (>= 2.8.0), libpango-1.0-0 (>= 1.14.0), libxml2 (>= 2.7.4)",multiarch-support,library to load .glade files at runtime
508,libxext6,2:1.3.2-1," libc6 (>= 2.14), libx11-6 (>= 2:1.4.99.1)",multiarch-support,X11 miscellaneous extension library
509,language-pack-gnome-zh-hans,1:14.04+20140707," language-pack-gnome-zh-hans-base (>= 1:14.04+20140707), language-pack-zh-hans",dpkg (>= 1.16.1),GNOME translation updates for language Simplified Chinese
510,gnome-accessibility-themes,3.10.0-1ubuntu2,,,Accessibility themes for the GNOME desktop
511,libqt5quick5,5.2.1-3ubuntu15.1," libc6 (>= 2.14), libgl1-mesa-glx | libgl1, libqt5core5a (>= 5.2.0), libqt5gui5 (>= 5.2.0), libqt5network5 (>= 5.0.2), libqt5qml5 (>= 5.2.0+gitcb78684a), libstdc++6 (>= 4.1.1), qtbase-abi-5-2-1, qtdeclarative-abi-5-2-1",multiarch-support,Qt 5 Quick library
512,libusb-1.0-0,2:1.0.17-1ubuntu2," libc6 (>= 2.17), libudev1 (>= 183)",multiarch-support,userspace USB programming library
513,xterm,297-1ubuntu1," xbitmaps, libc6 (>= 2.15), libfontconfig1 (>= 2.9.0), libice6 (>= 1:1.0.0), libtinfo5, libutempter0 (>= 1.1.5), libx11-6, libxaw7, libxft2 (>> 2.1.1), libxmu6, libxpm4, libxt6",,X terminal emulator
514,libogg0,1.3.1-1ubuntu1, libc6 (>= 2.14),multiarch-support,Ogg bitstream library
515,xserver-xorg-video-radeon,1:7.3.0-1ubuntu3.1," libc6 (>= 2.17), libdrm-radeon1 (>= 2.4.39), libglamor0, libudev1 (>= 183), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- AMD/ATI Radeon display driver
516,geoclue,0.12.99-3ubuntu1," libc6 (>= 2.7), libdbus-glib-1-2 (>= 0.88), libgeoclue0 (>= 0.11.1), libglib2.0-0 (>= 2.37.3), libnm-glib4 (>= 0.7.999), libnm-util2 (>= 0.7.0), dconf-gsettings-backend | gsettings-backend",,Geographic information framework
517,,," dpkg (>= 1.15.8), perl, libtimedate-perl",,Dpkg perl modules
518,x11-session-utils,7.7+1," libc6 (>= 2.14), libice6 (>= 1:1.0.0), libsm6, libx11-6, libxaw7, libxmuu1, libxt6 (>= 1:1.1.0), cpp",,X session utilities
519,libpurple0,1:2.10.9-0ubuntu3.1," libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libavahi-glib1 (>= 0.6.16), libc6 (>= 2.15), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.78), libfarstream-0.1-0 (>= 0.1.1), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base0.10-0 (>= 0.10.0), libgstreamer0.10-0 (>= 0.10.20), libidn11 (>= 1.13), libmeanwhile1 (>= 1.0.2), libnspr4 (>= 2:4.9-2~) | libnspr4-0d (>= 1.8.0.10), libnss3 (>= 2:3.13.4-2~) | libnss3-1d (>= 3.12.0~1.9b1), libperl5.18 (>= 5.18.2), libsasl2-2 (>= 2.1.24), libxml2 (>= 2.7.4), libzephyr4, perl-base (>= 5.18.2-2ubuntu1), perlapi-5.18.2, libsasl2-modules",,multi-protocol instant messaging library
520,libsgutils2-2,1.36-1ubuntu1, libc6 (>= 2.14),,utilities for devices using the SCSI command set (shared libraries)
521,hunspell-en-us,20070829-4ubuntu3, dictionaries-common (>= 0.10),,English_american dictionary for hunspell
522,gvfs-backends,1.20.1-1ubuntu1," libarchive13, libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libavahi-glib1 (>= 0.6.16), libbluetooth3 (>= 4.91), libc6 (>= 2.14), libcdio-cdda1 (>= 0.83), libcdio-paranoia1 (>= 0.83), libcdio13 (>= 0.83), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.78), libexpat1 (>= 2.0.1), libgcrypt11 (>= 1.5.1), libglib2.0-0 (>= 2.37.3), libgphoto2-6 (>= 2.5.2), libgphoto2-port10 (>= 2.5.2), libgtk-3-0 (>= 3.0.0), libgudev-1.0-0 (>= 146), libimobiledevice4 (>= 1.1.5), libmtp9 (>= 1.1.6), libplist1 (>= 0.16), libsmbclient (>= 2:4.0.3+dfsg1), libsoup2.4-1 (>= 2.42.0), libxml2 (>= 2.7.4), dconf-gsettings-backend | gsettings-backend, gvfs (= 1.20.1-1ubuntu1), gvfs-daemons (= 1.20.1-1ubuntu1), gvfs-libs (= 1.20.1-1ubuntu1), gvfs-common (= 1.20.1-1ubuntu1), psmisc",,userspace virtual filesystem - backends
523,libpurple-bin,1:2.10.9-0ubuntu3.1," python, python-dbus",,multi-protocol instant messaging library - extra utilities
524,libbonobo2-common,2.32.1-0ubuntu5,,,Bonobo CORBA interfaces library -- support files
525,liblzo2-2,2.06-1.2ubuntu1, libc6 (>= 2.14),multiarch-support,data compression library
526,libxrender1,1:0.9.8-1," libc6 (>= 2.14), libx11-6 (>= 2:1.4.99.1)",multiarch-support,X Rendering Extension client library
527,mountall,2.53," makedev, udev, plymouth, coreutils (>= 7.1), libc6 (>= 2.9), libdbus-1-3 (>= 1.2.16), libnih-dbus1 (>= 1.0.0), libnih1 (>= 1.0.0), libplymouth2 (>= 0.8.1-3), libudev1 (>= 183)",dpkg (>= 1.15.7.2),filesystem mounting tool
528,libkpathsea6,2013.20130729.30972-2build3, libc6 (>= 2.4),,TeX Live: path search library for TeX (runtime part)
529,libpython3.4,3.4.0-2ubuntu1," libpython3.4-stdlib (= 3.4.0-2ubuntu1), libc6 (>= 2.17), libexpat1 (>= 2.1~beta3), zlib1g (>= 1:1.2.0)",multiarch-support,Shared Python runtime library (version 3.4)
530,python-colorama-whl,0.2.5-0.1ubuntu2,,,Cross-platform colored terminal text in Python - Wheels
531,kmod,15-0ubuntu6," libc6 (>= 2.17), libkmod2, sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), lsb-base (>= 3.0-6)",,tools for managing Linux kernel modules
532,transmission-common,2.82-1.1ubuntu3.1,,,lightweight BitTorrent client (common files)
533,liblua5.2-0,5.2.3-1, libc6 (>= 2.14),multiarch-support,Shared library for the Lua interpreter version 5.2
534,libc-dev-bin,2.19-0ubuntu6," libc6 (>> 2.19), libc6 (<< 2.20)",,Embedded GNU C Library: Development binaries
535,libqt4-svg,4:4.8.5+git192-g085f851+dfsg-2ubuntu4," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libqtcore4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqtgui4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libstdc++6 (>= 4.1.1), zlib1g (>= 1:1.1.4)",multiarch-support,Qt 4 SVG module
536,ttf-bitstream-vera,1.10-8,,,The Bitstream Vera family of free TrueType fonts
537,libtk8.6,8.6.1-3ubuntu2," libtcl8.6 (>= 8.6.0-2), libc6 (>= 2.14), libfontconfig1 (>= 2.9.0), libx11-6, libxft2 (>> 2.1.1), libxss1",multiarch-support,Tk toolkit for Tcl and X11 v8.6 - run-time files
538,libgtop2-7,2.28.5-2," libc6 (>= 2.14), libglib2.0-0 (>= 2.18.0), libxau6, libgtop2-common (>= 2.28.5-2)",,gtop system monitoring library (shared)
539,dbus,1.6.18-0ubuntu4.1," libapparmor1 (>= 2.8.94-0ubuntu1), libc6 (>= 2.14), libdbus-1-3 (>= 1.0.2), libexpat1 (>= 2.0.1), libselinux1 (>= 1.32), libsystemd-login0 (>= 31), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), adduser, lsb-base (>= 3.2-14), upstart (>= 0.6.3-6), netbase (>= 4.45ubuntu3)",,simple interprocess messaging system (daemon and utilities)
