id,package_name,version,depends,predepends,description
1213,libdjvulibre-text,3.5.25.4-4,,,Linguistic support files for libdjvulibre
1214,libcamd2.3.1,1:4.2.1-3ubuntu2, libc6 (>= 2.2.5),multiarch-support,symmetric approximate minimum degree library for sparse matrices
1215,ufw,0.34~rc-0ubuntu3," debconf, iptables, ucf, python3:any (>= 3.3.2-2~), python3, debconf (>= 0.5) | debconf-2.0, sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16)",,program for managing a Netfilter firewall
1216,gir1.2-gtksource-3.0,3.10.2-0ubuntu2," gir1.2-gtk-3.0, libgtksourceview-3.0-1 (>= 3.10.0)",,gir files for the GTK+ syntax highlighting widget
1217,libsunpinyin3,2.0.3+git20130507-1ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libsqlite3-0 (>= 3.6.11), libstdc++6 (>= 4.6)",multiarch-support,Simplified Chinese Input Method from SUN (runtime)
1218,libsignon-plugins-common1,8.56+14.04.20140307-0ubuntu3," libc6 (>= 2.14), libqt5core5a (>= 5.0.2), libqt5dbus5 (>= 5.0.2), libstdc++6 (>= 4.1.1)",,Single Sign On framework
1219,libisofs6,1.3.4-0ubuntu2," libacl1 (>= 2.2.51-8), libc6 (>= 2.14), libjte1, zlib1g (>= 1:1.2.0)",,library to create ISO9660 images
1220,libslang2,2.2.4-15ubuntu2, libc6 (>= 2.14),multiarch-support,S-Lang programming library - runtime version
1221,freerdp-x11,1.0.2-2ubuntu2," libc6 (>= 2.15), libfreerdp1 (>= 1.0.1), libx11-6, libxcursor1 (>> 1.1.2), libxext6, libxinerama1, libxv1",,RDP client for Windows Terminal Services
1222,x11proto-xf86bigfont-dev,1.2.0-4, x11proto-core-dev,,X11 Big Fonts extension wire protocol
1223,sni-qt,0.2.6-0ubuntu2," libc6 (>= 2.14), libdbusmenu-qt2, libgcc1 (>= 1:4.1.1), libqt4-dbus (>= 4:4.6.1), libqtcore4 (>= 4:4.7.3-1ubuntu3~), libqtgui4 (>= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libstdc++6 (>= 4.1.1)",,indicator support for Qt
1224,libdc1394-22,2.2.1-2ubuntu3," libc6 (>= 2.14), libraw1394-11, libusb-1.0-0 (>= 2:1.0.8)",multiarch-support,high level programming interface for IEEE1394 digital camera
1225,mint-backgrounds-olivia,1.4+2cdos1.2,,,The desktop backgrounds for Linux Mint 15 Olivia
1226,apache2,2.4.7-1ubuntu4.2," lsb-base, procps, perl, mime-support, apache2-bin (= 2.4.7-1ubuntu4.2), apache2-data (= 2.4.7-1ubuntu4.2)",,Apache HTTP Server
1227,initscripts,2.88dsf-41ubuntu7+1cdos6+1.10.0," libc6 (>= 2.4), mount (>= 2.11x-1), debianutils (>= 4), lsb-base (>= 3.2-14), sysvinit-utils (>= 2.86.ds1-64), sysv-rc | file-rc, coreutils (>= 5.93), passwd, upstart, mountall (>= 2.28)",,scripts for initializing and shutting down the system
1228,libblkid1,2.20.1-5.1ubuntu20.2," libc6 (>= 2.14), libuuid1 (>= 2.16)",multiarch-support,block device id library
1229,systemd-shim,6-2bzr2," libc6 (>= 2.4), libglib2.0-0 (>= 2.37.3)",,shim for systemd
1230,libdatrie1,0.2.8-2, libc6 (>= 2.14),multiarch-support,Double-array trie library
1231,libgeoclue0,0.12.99-3ubuntu2," libc6 (>= 2.4), libdbus-glib-1-2 (>= 0.88), libglib2.0-0 (>= 2.37.3), libxml2 (>= 2.7.4)",multiarch-support,C API for GeoClue
1232,liborbit2,1:2.14.19-0.4," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.16.0), libidl0, liborbit-2-0 (= 1:2.14.19-0.4)",multiarch-support,high-performance CORBA implementation - extra libraries
1233,dc,1.06.95-8ubuntu2, libc6 (>= 2.14),,GNU dc arbitrary precision reverse-polish calculator
1234,xinput,1.6.1-2," libc6 (>= 2.7), libx11-6 (>= 2:1.2.99.901), libxi6 (>= 2:1.2.99.4), libxinerama1, libxrandr2 (>= 2:1.2.0)",,Runtime configuration and test of XInput devices
1235,python3-minimal,3.4.0-0ubuntu3," python3.4-minimal (>= 3.4.0-0~), dpkg (>= 1.13.20)",,minimal subset of the Python language (default python3 version)
1236,libss2,1.42.9-3ubuntu2," libcomerr2, libc6 (>= 2.17)",multiarch-support,command-line interface parsing library
1237,libsemanage-common,2.2-2,,,Common files for SELinux policy management libraries
1238,libgck-1-0,3.10.1-2," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libp11-kit0 (>= 0.20.0)",multiarch-support,Glib wrapper library for PKCS#11 - runtime
1239,libpam-modules-bin,1.1.8-1ubuntu2+1cdos2," libaudit1 (>= 1:2.2.1), libc6 (>= 2.14), libpam0g (>= 0.99.7.1), libselinux1 (>= 1.32)",,Pluggable Authentication Modules for PAM - helper binaries
1240,command-not-found,0.3ubuntu13, python3-commandnotfound (>= 0.3ubuntu7),,Suggest installation of packages in interactive bash sessions
1241,numlockx,1.2-6," libc6 (>= 2.3.4), libx11-6, libxtst6",,enable NumLock in X11 sessions
1242,libavahi-common-data,0.6.31-4ubuntu2,,,Avahi common data files
1243,libmono-corlib4.5-cil,3.2.8+dfsg-4ubuntu2," mono-runtime (>= 3.2.8), mono-runtime (<< 3.2.9)",,Mono core library (for CLI 4.5)
1244,findutils,4.4.2-8,,libc6 (>= 2.17),"utilities for finding files--find, xargs"
1245,libbsd0,0.6.0-2ubuntu2, libc6 (>= 2.14),multiarch-support,utility functions from BSD systems - shared library
1246,libatk-adaptor,2.10.2-2ubuntu2," libatk-bridge2.0-0 (>= 2.5.3), libc6 (>= 2.2.5), libglib2.0-0 (>= 2.12.0)",,AT-SPI 2 toolkit bridge
1247,libopenvg1-mesa,10.1.3-0ubuntu0.2, libc6 (>= 2.3.4),multiarch-support,free implementation of the OpenVG API -- runtime
1248,libgweather-common,3.10.2-0ubuntu2, dconf-gsettings-backend | gsettings-backend,,GWeather common files
1249,libxft2,2.3.1-3," libc6 (>= 2.14), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.3.5), libx11-6, libxrender1",multiarch-support,FreeType-based font drawing library for X
1250,libldb1,1:1.1.16-2," libc6 (>= 2.14), libldap-2.4-2 (>= 2.4.7), libtalloc2 (>= 2.0.4~git20101213), libtdb1 (>= 1.2.7+git20101214), libtevent0 (>= 0.9.9)",multiarch-support,LDAP-like embedded database - shared library
1251,libgnomecanvas2-common,2.30.3-3,,,powerful object-oriented display engine - common files
1252,xz-utils,5.1.1alpha+20120614-2ubuntu3," libc6 (>= 2.14), liblzma5 (>= 5.1.1alpha+20120614)",,XZ-format compression utilities
1253,libunity-protocol-private0,7.1.4+14.04.20140210-0ubuntu2," libc6 (>= 2.2.5), libdee-1.0-4 (>= 1.0.0), libglib2.0-0 (>= 2.37.3)",multiarch-support,binding to get places into the launcher - private library
1254,libgail-common,2.24.23-0ubuntu1+2cdos2," libatk1.0-0 (>= 1.32.0), libc6 (>= 2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libpango-1.0-0 (>= 1.28.3), libx11-6, libgail18 (= 2.24.23-0ubuntu1+2cdos2)",,GNOME Accessibility Implementation Library -- common modules
1255,fortune-mod,1:1.99.1-8," libc6 (>= 2.14), librecode0 (>= 3.6)",,provides fortune cookies on demand
1256,libaccount-plugin-generic-oauth,0.11+14.04.20140409.1-0ubuntu2," libaccount-plugin-1.0-0 (>= 0.0.1), libc6 (>= 2.2.5), libglib2.0-0 (>= 2.14.0), signon-plugin-oauth2",,GNOME Control Center account plugin for single signon - generic OAuth
1257,xserver-xorg-video-nouveau,1:1.0.10-1ubuntu3," libc6 (>= 2.15), libdrm-nouveau2 (>= 2.4.38), libdrm2 (>= 2.4.25), libudev1 (>= 183), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- Nouveau display driver
1258,dosfstools,3.0.26-2, libc6 (>= 2.14),,utilities for making and checking MS-DOS FAT filesystems
1259,libcholmod2.1.2,1:4.2.1-3ubuntu2," libamd2.3.1, libblas3 | libblas.so.3, libc6 (>= 2.7), libcamd2.3.1, libccolamd2.8.0, libcolamd2.8.0, liblapack3 | liblapack.so.3",multiarch-support,sparse Cholesky factorization library for sparse matrices
1260,printer-driver-splix,2.0.0+svn315-2fakesync2," libc6 (>= 2.14), libcups2 (>= 1.4.0), libcupsimage2 (>= 1.4.0), libgcc1 (>= 1:4.1.1), libjbig0 (>= 2.0), libstdc++6 (>= 4.1.1), cups (>= 1.5.0-3~), cups-client, ghostscript-cups",,Driver for Samsung and Xerox SPL2 and SPLc laser printers
1261,cowsay,3.03+dfsg1-7, perl,,configurable talking cow
1262,libxau-dev,1:1.0.8-2," libxau6 (= 1:1.0.8-2), x11proto-core-dev",,X11 authorisation library (development headers)
1263,gir1.2-nmgtk-1.0,0.9.8.8-0ubuntu4.1-mint1+1cdos3.2+1.10.0," gir1.2-gtk-3.0, gir1.2-networkmanager-1.0, libnm-gtk0 (>= 0.9.7.997)",,GObject introspection data for libnm-gtk
1264,fcitx-bin,1:4.2.8.3-3precise1+18cdos6.8+1.10.0," fcitx-libs (>= 4.2.8.1), libc6 (>= 2.15), libdbus-1-3 (>= 1.1.1), libgettextpo0",,Flexible Input Method Framework - essential binaries
1265,libgnomevfs2-0,1:2.24.4-1ubuntu7," gconf-service, libacl1 (>= 2.2.51-8), libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libavahi-glib1 (>= 0.6.16), libc6 (>= 2.15), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.78), libgconf-2-4 (>= 2.31.1), libglib2.0-0 (>= 2.37.3), libgnutls26 (>= 2.12.17-0), libselinux1 (>= 1.32), libxml2 (>= 2.7.4), zlib1g (>= 1:1.1.4), dbus (>= 0.90), libgnomevfs2-common (>= 1:2.24), libgnomevfs2-common (<< 1:2.25)",multiarch-support,GNOME Virtual File System (runtime libraries)
1266,python3-cairo,1.10.0+dfsg-3ubuntu3," libc6 (>= 2.14), libcairo2 (>= 1.10.0), python3 (>= 3.4~), python3 (<< 3.5)",,Python 3 bindings for the Cairo vector graphics library
1267,xfonts-encodings,1:1.0.4-1ubuntu2, x11-common,,Encodings for X.Org fonts
1268,libx11-6,2:1.6.2-1ubuntu3," libc6 (>= 2.15), libxcb1 (>= 1.2), libx11-data",multiarch-support,X11 client-side library
1269,libgtk-3-bin,3.10.8-0ubuntu1+2cdos4.9+1.10.0," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.5), libgtk-3-0 (>= 3.10.8-0ubuntu1+2cdos4.9+1.10.0), libgtk-3-common (>= 3.10.8)",,programs for the GTK+ graphical user interface library
1270,libsensors4,1:3.3.4-2ubuntu2, libc6 (>= 2.14),multiarch-support,library to read temperature/voltage/fan sensors
1271,libjasper1,1.900.1-14ubuntu3," libc6 (>= 2.14), libjpeg8 (>= 8c)",multiarch-support,JasPer JPEG-2000 runtime library
1272,libfftw3-double3,3.3.3-7ubuntu4," libc6 (>= 2.14), libgomp1 (>= 4.2.1)",multiarch-support,Library for computing Fast Fourier Transforms - Double precision
1273,gnome-terminal-data,3.6.2+qiana+4cdos6, gconf2 (>= 2.28.1-2),,Data files for the GNOME terminal emulator
1274,libopencv-contrib2.4,2.4.8+dfsg1-2ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libopencv-calib3d2.4 (= 2.4.8+dfsg1-2ubuntu2), libopencv-core2.4, libopencv-features2d2.4, libopencv-highgui2.4 (= 2.4.8+dfsg1-2ubuntu2), libopencv-imgproc2.4, libopencv-ml2.4 (= 2.4.8+dfsg1-2ubuntu2), libopencv-objdetect2.4 (= 2.4.8+dfsg1-2ubuntu2), libopencv-video2.4 (= 2.4.8+dfsg1-2ubuntu2), libstdc++6 (>= 4.6)",multiarch-support,computer vision contrib library
1275,libclutter-gst-2.0-0,2.0.8-1build2," libc6 (>= 2.14), libclutter-1.0-0 (>= 1.13.0), libcogl15 (>= 1.15.8), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libx11-6",multiarch-support,Open GL based interactive canvas library GStreamer elements
1276,libcanberra0,0.30-0ubuntu4," libasound2 (>= 1.0.16), libc6 (>= 2.14), libltdl7 (>= 2.4.2), libtdb1 (>= 1.2.7+git20101214), libvorbisfile3 (>= 1.1.2), sound-theme-freedesktop",multiarch-support,simple abstract interface for playing event sounds
1277,libgxps2,0.2.2-2ubuntu3," libarchive13, libc6 (>= 2.14), libcairo2 (>= 1.10.0), libfreetype6 (>= 2.2.1), libglib2.0-0 (>= 2.37.3), libjpeg8 (>= 8c), liblcms2-2 (>= 2.2+git20110628), libtiff5 (>= 4.0.3)",multiarch-support,handling and rendering XPS documents (library)
1278,media-player-info,21-0ubuntu2, udev,,Media player identification files
1279,fonts-tlwg-mono,1:0.5.1-4,,,Thai TlwgMono font
1280,libao4,1.1.0-2ubuntu3," libc6 (>= 2.14), libao-common",multiarch-support,Cross Platform Audio Output Library
1281,libmirclient-dev,0.1.8+14.04.20140411-0ubuntu2," libmirclient7 (= 0.1.8+14.04.20140411-0ubuntu2), libmirprotobuf-dev (= 0.1.8+14.04.20140411-0ubuntu2), mircommon-dev (= 0.1.8+14.04.20140411-0ubuntu2)",,Display server for Ubuntu - development headers
1282,gconf-service,3.2.6-0ubuntu3, gconf-service-backend (= 3.2.6-0ubuntu3),,GNOME configuration database system (D-Bus service)
1283,brasero-cdrkit,3.10.0-0ubuntu1+2cdos5+1.10.0," libbrasero-media3-1 (= 3.10.0-0ubuntu1+2cdos5+1.10.0), libc6 (>= 2.7), libglib2.0-0 (>= 2.29.14), libgstreamer1.0-0 (>= 1.0.0), libxml2 (>= 2.7.4), genisoimage, growisofs, wodim",,cdrkit extensions for the Brasero burning application
1284,grub-gfxpayload-lists,0.6.1, grub-pc (>= 1.99~20101210-1ubuntu2),,GRUB gfxpayload blacklist
1285,libva-x11-1,1.3.0-3," libc6 (>= 2.2.5), libdrm2 (>= 2.3.1), libva1 (>> 1.3.0~), libx11-6 (>= 2:1.4.99.1), libxext6, libxfixes3",multiarch-support,Video Acceleration (VA) API for Linux -- X11 runtime
1286,libpangomm-1.4-1,2.34.0-1ubuntu2," libc6 (>= 2.14), libcairomm-1.0-1 (>= 1.6.4), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.24.0), libglibmm-2.4-1c2a (>= 2.36.2), libpango-1.0-0 (>= 1.23.0), libpangocairo-1.0-0 (>= 1.23.0), libsigc++-2.0-0c2a (>= 2.0.2), libstdc++6 (>= 4.1.1)",multiarch-support,C++ Wrapper for pango (shared libraries)
1287,gir1.2-accounts-1.0,1.15+14.04.20131126.2-0ubuntu4, libaccounts-glib0 (= 1.15+14.04.20131126.2-0ubuntu4),,typelib file for libaccounts-glib0
1288,ncurses-term,5.9+20140118-1ubuntu2,,,additional terminal type definitions
1289,rdesktop,1.7.1-1ubuntu3," libasound2 (>= 1.0.16), libc6 (>= 2.15), libpcsclite1 (>= 1.3.0), libsamplerate0 (>= 0.1.7), libssl1.0.0 (>= 1.0.0), libx11-6, libxrandr2",,RDP client for Windows NT/2000 Terminal Server and Windows Servers
1290,python-gtk2,2.24.0-3ubuntu4," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.24.0), libgtk2.0-0 (>= 2.24.0), libpango-1.0-0 (>= 1.22.0), libpangocairo-1.0-0 (>= 1.21.4), python-cairo (>= 1.0.2-1.1), python-gobject-2 (>= 2.21.3)",,Python bindings for the GTK+ widget set
1291,mint-stylish-addon,1.0.4.1,,,Stylish add-on for Firefox
1292,e2fsprogs,1.42.9-3ubuntu2,,"e2fslibs (= 1.42.9-3ubuntu2), libblkid1 (>= 2.17.2), libc6 (>= 2.14), libcomerr2 (>= 1.42~WIP-2011-10-05-1), libss2 (>= 1.34-1), libuuid1 (>= 2.16), util-linux (>= 2.15~rc1-1)",ext2/ext3/ext4 file system utilities
1293,python-gi-cairo,3.12.0-1ubuntu2," python (>= 2.7), python (<< 2.8), libc6 (>= 2.2.5), libcairo2 (>= 1.2.4), libglib2.0-0 (>= 2.38.0), python-gi (= 3.12.0-1ubuntu2), python-cairo",,Python Cairo bindings for the GObject library
1294,libpaper1,1.1.24+nmu2ubuntu4," libc6 (>= 2.14), debconf (>= 0.5) | debconf-2.0, ucf (>= 0.28)",multiarch-support,library for handling paper characteristics
1295,apt-clone,0.3.1~ubuntu12," python3, python3:any (>= 3.3.2-2~), lsb-release, python3-apt",,Script to create state bundles
1296,python-gobject,3.12.0-1ubuntu2," python-gi (>= 3.12.0-1ubuntu2), python-gobject-2",,Python 2.x bindings for GObject - transitional package
1297,gir1.2-json-1.0,0.16.2-1ubuntu2," gir1.2-glib-2.0 (>= 0.9.12), libjson-glib-1.0-0 (>= 0.16.0)",,GLib JSON manipulation library (introspection data)
1298,libjack-jackd2-0,1.9.9.5+20130622git7de15e7a-1ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libsamplerate0 (>= 0.1.7), libstdc++6 (>= 4.6)",multiarch-support,JACK Audio Connection Kit (libraries)
1299,libsigc++-2.0-0c2a,2.2.10-0.2ubuntu3," libc6 (>= 2.2.5), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.6)",multiarch-support,type-safe Signal Framework for C++ - runtime
1300,libmodule-pluggable-perl,5.1-2, perl,,module for giving  modules the ability to have plugins
1301,libnm-gtk0,0.9.8.8-0ubuntu4.1-mint1+1cdos3.2+1.10.0," libc6 (>= 2.4), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), libgudev-1.0-0 (>= 146), libnm-glib4 (>= 0.8.9997), libnm-util2 (>= 0.9.6.0~git201207161259.00297f4), libnm-gtk-common (= 0.9.8.8-0ubuntu4.1-mint1+1cdos3.2+1.10.0)",,network management framework (GNOME dialogs for wifi and mobile)
1302,libqt5webkit5,5.1.1-1ubuntu9," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libicu52 (>= 52~m1-1~), libjpeg8 (>= 8c), libpng12-0 (>= 1.2.13-4), libqt5core5a (>= 5.2.0), libqt5gui5 (>= 5.2.0) | libqt5gui5-gles (>= 5.2.0), libqt5network5 (>= 5.0.2), libqt5opengl5 (>= 5.0.2) | libqt5opengl5-gles (>= 5.0.2), libqt5positioning5 (>= 5.2.1), libqt5printsupport5 (>= 5.0.2), libqt5qml5 (>= 5.1.0), libqt5quick5 (>= 5.2.0) | libqt5quick5-gles (>= 5.2.0), libqt5sensors5 (>= 5.1.1), libqt5sql5 (>= 5.0.2), libqt5widgets5 (>= 5.2.0), libsqlite3-0 (>= 3.5.9), libstdc++6 (>= 4.2.1), libx11-6, libxcomposite1 (>= 1:0.3-1), libxml2 (>= 2.7.4), libxrender1, libxslt1.1 (>= 1.1.25), qtbase-abi-5-2-1, qtdeclarative-abi-5-2-1, zlib1g (>= 1:1.2.0)","dpkg (>= 1.15.6~), multiarch-support",Web content engine library for Qt
1303,acl,2.2.52-2," libacl1 (= 2.2.52-2), libc6 (>= 2.14)",,Access control list utilities
1304,openssh-server,1:6.6p1-2ubuntu3," libc6 (>= 2.17), libck-connector0 (>= 0.2.1), libcomerr2 (>= 1.01), libdbus-1-3 (>= 1.0.2), libgssapi-krb5-2 (>= 1.10+dfsg~), libkrb5-3 (>= 1.6.dfsg.2), libpam0g (>= 0.99.7.1), libselinux1 (>= 1.32), libssl1.0.0 (>= 1.0.1), libwrap0 (>= 7.6-4~), zlib1g (>= 1:1.1.4), debconf (>= 0.5) | debconf-2.0, init-system-helpers (>= 1.13~), openssh-client (= 1:6.6p1-2ubuntu3), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), libpam-runtime (>= 0.76-14), libpam-modules (>= 0.72-9), adduser (>= 3.9), dpkg (>= 1.9.0), lsb-base (>= 4.1+Debian3), procps, openssh-sftp-server",,"secure shell (SSH) server, for secure access from remote machines"
1305,libpolkit-backend-1-0,0.105-4ubuntu3," libc6 (>= 2.4), libexpat1 (>= 2.0.1), libglib2.0-0 (>= 2.37.3), libpolkit-gobject-1-0 (>= 0.104), libsystemd-login0 (>= 31)",multiarch-support,PolicyKit backend API
1306,nautilus,1:3.10.1-0ubuntu8+1cdos4+1.10.0," libatk1.0-0 (>= 1.32.0), libc6 (>= 2.14), libcairo-gobject2 (>= 1.10.0), libcairo2 (>= 1.10.0), libdbusmenu-glib4 (>= 0.4.2), libexempi3 (>= 2.2.0), libexif12, libgail-3-0 (>= 3.0.0), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgnome-desktop-3-7 (>= 3.2.0), libgtk-3-0 (>= 3.9.12), libnautilus-extension1a (>= 1:2.91), libnotify4 (>= 0.7.0), libpango-1.0-0 (>= 1.20.0), libpangocairo-1.0-0 (>= 1.14.0), libunity9 (>= 3.8.4), libx11-6, libxml2 (>= 2.7.4), libzeitgeist-1.0-1 (>= 0.3.14), session-migration, nautilus-data (>= 1:3.10), nautilus-data (<< 1:3.11), shared-mime-info (>= 0.50), desktop-file-utils (>= 0.7), gvfs (>= 1.3.2), libglib2.0-data, gsettings-desktop-schemas",,file manager and graphical shell for GNOME
1307,gvfs,1.20.1-1ubuntu1+1cdos2.1+1.10.0," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libudev1 (>= 183), gvfs-daemons (>= 1.20.1-1ubuntu1+1cdos2.1+1.10.0), gvfs-daemons (<< 1.20.1-1ubuntu1+1cdos2.1+1.10.0.1~), gvfs-libs (= 1.20.1-1ubuntu1+1cdos2.1+1.10.0), gvfs-common (= 1.20.1-1ubuntu1+1cdos2.1+1.10.0)",,userspace virtual filesystem - GIO module
1308,libatk1.0-0,2.10.0-2ubuntu3," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libatk1.0-data (= 2.10.0-2ubuntu3)",multiarch-support,ATK accessibility toolkit
1309,python-central,0.6.17ubuntu3, python (>= 2.4.3-10),,register and build utility for Python packages
1310,libsidplay1,1.36.59-5ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.4.0)",,SID (MOS 6581) emulation library
1311,gnome-applets-data,3.5.92-0ubuntu4," gconf2 (>= 2.28.1-2), python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2)",,Various applets for the GNOME panel - data files
1312,libcinnamon-desktop4,2.8.0+1cdos2.1," cinnamon-desktop-data (>= 2.8.0+1cdos2.1), libc6 (>= 2.14), libcairo2 (>= 1.10.0), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.3.16), libx11-6, libxext6, libxkbfile1, libxrandr2 (>= 2:1.2.99.3)",multiarch-support,Cinnamon library for loading .desktop files
1313,libcinnamon-desktop0,2.2.3+qiana," libc6 (>= 2.14), libcairo2 (>= 1.10.0), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.3.16), libx11-6, libxext6, libxkbfile1, libxrandr2 (>= 2:1.2.99.3), cinnamon-desktop-data (>= 2.2.3+qiana)",,Utility library for loading .desktop files - runtime files
1314,libglib2.0-bin,2.40.0-3," libc6 (>= 2.2.5), libelfg0 (>= 0.8.12), libglib2.0-0 (= 2.40.0-3), libglib2.0-data",,Programs for the GLib library
1315,liblzma5,5.1.1alpha+20120614-2ubuntu3, libc6 (>= 2.14),multiarch-support,XZ-format compression library
1316,ttf-dejavu-extra,2.34-1ubuntu2, fonts-dejavu-extra,,transitional dummy package
1317,libnih1,1.0.3-4ubuntu26,,"multiarch-support, libc6 (>= 2.15~)",NIH Utility Library
1318,libglibmm-2.4-1c2a,2.39.93-0ubuntu2+1cdos1," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.39.90), libsigc++-2.0-0c2a (>= 2.0.2), libstdc++6 (>= 4.6)",multiarch-support,C++ wrapper for the GLib toolkit (shared libraries)
1319,libxcb-xf86dri0,1.10-2ubuntu2," libc6 (>= 2.2.5), libxcb1",multiarch-support,"X C Binding, xf86dri extension"
1320,python-reportlab-accel,3.0-1build2," python (>= 2.7), python (<< 2.8), libc6 (>= 2.14)",,C coded extension accelerator for the ReportLab Toolkit
1321,lib32stdc++6,4.8.2-19ubuntu2+1cdos1," gcc-4.8-base (= 4.8.2-19ubuntu2+1cdos1), lib32gcc1 (>= 1:4.1.1), libc6-i386 (>= 2.17)",,GNU Standard C++ Library v3 (32 bit Version)
1322,libxcb-dri3-0,1.10-2ubuntu2," libc6 (>= 2.2.5), libxcb1 (>= 1.9.2)",multiarch-support,"X C Binding, dri3 extension"
1323,libpng12-dev,1.2.50-1ubuntu3," libpng12-0 (= 1.2.50-1ubuntu3), zlib1g-dev",,PNG library - development
1324,printer-driver-sag-gdi,0.1-4," python, ghostscript",,printer driver for Ricoh Aficio SP 1000s/SP 1100s
1325,libvo-aacenc0,0.1.3-2, libc6 (>= 2.14),multiarch-support,VisualOn AAC encoder library
1326,libcroco3,0.6.8-2ubuntu2," libc6 (>= 2.14), libglib2.0-0 (>= 2.16.0), libxml2 (>= 2.7.4)",multiarch-support,Cascading Style Sheet (CSS) parsing and manipulation toolkit
1327,mdm,1.6.9+1cdos4.8+1.10.0," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.15), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.78), libdmx1, libgdk-pixbuf2.0-0 (>= 2.22.0), libglade2-0 (>= 1:2.6.4-2~), libglib2.0-0 (>= 2.37.3), libgnomecanvas2-0 (>= 2.11.1), libgtk2.0-0 (>= 2.24.0), libpam0g (>= 0.99.7.1), libpango-1.0-0 (>= 1.14.0), libpangoft2-1.0-0 (>= 1.14.0), librsvg2-2 (>= 2.14.4), libselinux1 (>= 1.32), libwebkitgtk-1.0-0 (>= 1.3.10), libx11-6, libxau6, libxi6, libxinerama1, libxml2 (>= 2.7.4), debconf (>= 0.5) | debconf-2.0, sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), adduser, libpam-modules (>= 0.72-1), libpam-runtime (>= 0.76-13.1), cinnamon-session | gnome-session | x-session-manager | x-window-manager | x-terminal-emulator, gksu (>= 1.0.7), lsb-base (>= 3.2-14), librsvg2-common, gir1.2-webkit-3.0, gir1.2-gtk-3.0, python, mdm-themes",,MDM Display Manager
